,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
556,"A friend just asked me to grammar check a sentence for her so I just spent 10 min trying to figure out what part of speech ""coupled with..."" is in this sentence: ""A surge in violence, coupled with econ fallout from COVID, is the cause for..."" ITS JUST A PHRASE ?? IS THIS TRUE??",Jess⁷ 🐋,4906,149,"Gwangju-si, Republic of Korea",False,1,0,2020-10-29 12:51:23
557,"Franklin Meadows, Greenwood Village South have together had more than 100 COVID-19 cases among residents. https://t.co/imUtiOYaU9",Leeann Doerflein,4081,304,"Franklin, In",False,0,0,2020-10-29 12:51:23
558,"When talking Covid-19 we’re taking a look at the big picture this morning: 
•So far we’ve had 150,000+ cases in Massachusetts
•Roughly 81% of those infected have recovered 
•About 9,700 people have died, which translates to an approximate  6.5% death rate in the state 
#7News https://t.co/SJDEFMI1L9",Juliana Mazza,5732,5380,"Boston, MA",True,1,0,2020-10-29 12:51:23
559,What do you want Humanity? Do you want economies that keep a few in luxuries by exploiting your human and natural resources? Or do you want a viable life and the continuation of human life on Earth? Covid politics won't let you have both. You have to choose.,signora signora,19116,1506,,False,0,0,2020-10-29 12:51:22
560,"@realDonaldTrump More than 40 states are reporting an increase in Covid-19 cases and many in the Midwest are seeing record hospitalizations.

Let’s organize more Trump rallies.",Patrick Nova,48701,3519,"Florida, USA",False,3,0,2020-10-29 12:51:22
561,"The GDP Grew Because of the COVID Relief Passed by Congress. But it Only Came Back 65% of What Trump Lost. And Now That Mitch McConnell Won’t Vote on the Next Relief Bill Congress Passed 7 Months Ago, the Economy Including the Stock Market is Tanking Again https://t.co/xFAWskl7V3",Bob,7383,10,,False,0,0,2020-10-29 12:51:22
562,@FLOTUS @WhiteHouse Oh this is were they said they contracted the Covid-19 from the military families... Sad!,Nini,59,1,,False,0,0,2020-10-29 12:51:22
563,Did you really have a covid test if you didn’t post it on your story?,Ell ♡,2958,485,"Aberavon, Wales",False,0,0,2020-10-29 12:51:21
564,They don’t want you to vote in person because of COVID. But they send you old lick 👅 and stick envelope. 🤨 #Trump2020Landslide,I.H,221,321,"Washington, USA",False,0,0,2020-10-29 12:51:21
565,@CBPMarkMorgan @WhiteHouse @CBP Is this? #COVID__19 @realDonaldTrump https://t.co/CxXXfkeZij,MJSondmer,4352,13,,False,0,0,2020-10-29 12:51:21
566,"@jacknicklaus 220,000+ Americans dead from COVID because of this incompetent asshole! 

#RepublicansForBiden 

https://t.co/ErEyEjAOhE",415Lifer,10840,95,,False,0,0,2020-10-29 12:51:21
567,"@Spekoliunas We basically have 4 pandemics: 1 - the covid pandemic itself. 2 - a financial-pampering pandemic that has now gone into overdrive. 3 - a pandemic of stress and hysteria, pumped up by social media and election opportunism. 4 - a pandemic of police-state measures to ""stop it""... /1",LunaticTrader,7833,4147,,False,0,0,2020-10-29 12:51:21
568,"Four Pandemic Americas: Infinite Choices, Few Choices, Pseudo-Choice, and No Choices at All https://t.co/6nycuKUBDX https://t.co/oziwIAirOZ",Global Issues Web,1024030,24040,"Greater Portland, Oregon, USA",False,0,0,2020-10-29 12:51:21
569,"And that ladies and gentlemen concludes the draw for the COVID tier system, ties to be played from Monday November 2nd 😩",Craig Millar,7281,2733,St Monans,False,0,0,2020-10-29 12:51:21
570,"@EntryLists @josemorgado Covid-19 still??
Was he ever reprimanded?",Lizzy P Rose,19372,960,,False,0,0,2020-10-29 12:51:20
571,"Join us online on November 10  for an important conversation on Managing Grief and Loss as A Result of #COVID-19 

Emily Cash, Psy.D will share insights as we navigate the emotional and mental health challenges of the ongoing #pandemic.

https://t.co/e6a3Fkjr9T https://t.co/P7dmk6F7lB",msgrjameson,5780,683,,False,0,0,2020-10-29 12:51:19
572,"PLEASE FIND ATTACHED EVIDENCE THAT THESE CAREGIVERS AND SCIENTISTS HAVE REPORTED 37 PERCENT OF COVID CASES DETECTED, AND NOTHING PROOF THAT THEY HAVE COVID, THAT THEY HAD COVID, THEY CALL HEALTHY COVID PROTECTORS . https://t.co/ROd9bGGCsZ",Solus amor est salvi,69160,99,,False,0,0,2020-10-29 12:51:19
573,"@channelstv So, isn’t it absolute diabolic wickedness on the part of the government to hoard Covid-19 palliatives donated by foreign agencies? What’s the rationale behind the hoarding?",Ikenna Okeh,8959,497,,False,0,0,2020-10-29 12:51:19
574,"@MBuhari @iamAbiodunAA What difference does it make? COVID-19 has not killed more than the government does!  Many people gathered for protests across Nigeria, no single published case of COVID as a result, but several deaths as a result of killings by our government. #EndBadGovernance",Isaac Godson,270,30,,False,0,0,2020-10-29 12:51:19
575,"@lidlbigthings @IndependentSage @Sir_David_King no longer paying attention to what represents the gov't, and now using the local data of one to base all forward, day to day planning and sundry covid interactions.",paw rugg.,450,139,"Intercourse, Pennsylvania.  ",False,1,0,2020-10-29 12:51:18
576,"@JoshuaRozenberg @HMCTSgovuk @JoshuaRozenberg is this purely due to the impact of covid as stated by HMCTS? Because I've also heard there was a huge backlog of cases even before covid, so what's actually going on here?",Hugh Brown,2053,39,,False,0,0,2020-10-29 12:51:18
577,"From here on out I will be referring to Covid at a 2319 - thanks management. If only we had them, Covid would have been handled properly. https://t.co/AIhqkozgR5",Raven Baxter✨,19819,254,,False,0,0,2020-10-29 12:51:18
578,"BBC News - Bobby Ball: Cannon &amp; Ball star dies aged 76 after Covid-19 diagnosis
https://t.co/gNwNoPbg3O",Jay David Troop,1141,438,"Telford, Shropshire",False,0,0,2020-10-29 12:51:18
579,@DocAtCDI Election and Covid,Wheezy Jefferson 🍑🌊⚖️,9780,908,"New York, USA",False,0,0,2020-10-29 12:51:18
580,COVID-19 but with speedy boarding https://t.co/AOdU7T0EpN,James,13061,115,,False,0,0,2020-10-29 12:51:17
581,TheVoiceOfJoyce So sorry for your losses. 2020 has been the warmest year on record. Covid hasn’t made a dent in our Climates continuing warming trajectory. We’ll need new programs and new jobs to move forward. An FDR type of Grand New Deal. Whatever you… https://t.co/pp64MmhlZk,TheVoiceOfJoyce,27232,1710,NYC,False,0,0,2020-10-29 12:51:17
582,Charter Capital Advisors Research. Very good economic underlying data despite the Covid economy it’s a good sign that the underlying economy is still very strong 33% increase in GDP very strong jobless rates went down significantly and consumer confidence is pretty strong.,Charter Advisory Group,456,18,Bedminster - NY - Princeton ,False,0,0,2020-10-29 12:51:17
583,U.S. Economy Expands at Record 33.1% Pace After Covid Plunge https://t.co/BHGFjBmzWK Nothing to see here Folks....,fomomofo,1988,108,"Atlanta, GA",False,0,0,2020-10-29 12:51:17
584,@Melvin_Humanity Well...right now we do. Covid causes damage to multiple organs. We're gonna have hundreds of thousands with serious pre-existing conditions now.,Lost Inside 🧢✌️🌼≥☂️,163485,11552,The Future,False,0,0,2020-10-29 12:51:16
585,@Independent_ie Teachers are not being https://t.co/M85CdlGAxQ close contacts even if a child in their class gets the virus .The teacher is not even told if a child they were teaching and has Covid that this is the case,Gerry Malone,109432,2680,Dundalk Louth Ireland ,False,0,0,2020-10-29 12:51:16
586,"UI is odd with multi-color boundary colors, but this is promising for screening.

Touchless respiratory and heart rate measurement for COVID-19 health screening https://t.co/luhzPUXlzf",Matt,39864,227,,False,0,0,2020-10-29 12:51:16
587,"@hughhewitt @CNBC @realDonaldTrump @JoeBiden @SenateGOP While good news, ultimately is a very deceiving statistic because of the great losses from Covid. Still only made up 60% of what was lost since Covid struck.",Posting and Toasting,6888,78,New York,False,1,0,2020-10-29 12:51:16
588,"@JJohnsonLaw Oh, so that’s the profile of the undecided voter. Former Trump associates and appointees who got COVID from him. There a lots of those!",Nick Roosevelt Ⓥ,20042,189,"Berkeley, CA",False,0,0,2020-10-29 12:51:16
589,Today I gave a 5 minute flash presentation on my innovation research - and I realised that I haven't done a research talk since Covid started. 😕,Kira Matus,787,360,Hong Kong,False,0,0,2020-10-29 12:51:15
590,"@CBCNews @JPTasker You could replace COVID-19 with “Liberal Government”, and it would still make sense.",On Target Canada,10828,2864,Canada,False,0,0,2020-10-29 12:51:14
591,@Christ0frTracey @talkRADIO @richardm56 @allisonpearson Could you provide a source for that information? I'm struggling to find any information on anything that isn't deaths attributed to covid.,Christopher Smith,1924,99,"Wales, United Kingdom",False,0,0,2020-10-29 12:51:14
592,"@AngelFitch7 Everything is Covid... smh 
Scary times are ahead, especially if Biden wins ... (I laughed a bit typing that) 😂 
#Trump2020Landslide 🇺🇸",VA_Redpill 💊,2844,3257,"Virginia, USA",False,0,0,2020-10-29 12:51:13
593,"Had an extensive interview with @EconomicTimes on a wide range of subjects, including India’s reform trajectory, furthering economic growth and the opportunities ahead in a post-COVID era. Do read. 
https://t.co/E4ASmoDN1x

via MyNt https://t.co/mwXvfEPtTV",Jaybind Sharma,11636,109,India,False,0,0,2020-10-29 12:51:13
594,United Airlines to Start Rapid COVID-19 Tests for Passengers | Aviation Pros https://t.co/OYaIzWsmTI | $BAC $SAVE $DAL $AAPL $TSLA $AAL $ALK $BA $JBLU $JETS $LUV $SPR $UAL $CCL $NCLH $RCL $DKNG $CZR $PENN,EUROPEAN TRADERS,21625,1902,Germany France Spain Italy  ,False,0,0,2020-10-29 12:51:13
595,@IAMWHYGEEY @ogujohnugo He gave out books to children in Anambra state during covid,FAROUK,2349,119,,False,0,0,2020-10-29 12:51:13
596,This pandemic is a Democrat caused control tactic to keep you from voting in person so they can rig the election with fake mail in votes for #CorruptJoeBiden Covid is the flu with fancy name to control U!!  Dems rather kill economy than lose white house for 4 more yrs. #MAGA2020 https://t.co/TC4SmBOuZF,Z28,1859,63,,False,0,0,2020-10-29 12:51:13
597,"Hi everyone!
Here is my submission for #MakeoverMonday Week 43.
Impact of Covid-19 on Apparel Exports to US

https://t.co/NSqkbnlg97

#tableaupublic #datafam #dataviz #datavisualization #MMVizReview https://t.co/KHipfzx4kx",Kamal,539,187,,False,0,0,2020-10-29 12:51:12
598,"Fauci says at virtual Chicago talk: A vaccine may be ready by January, but a return to normal will take longer.  He offered a timeline, talked about the president's name-calling and virus surge in Illinois, @lschencker reports.  https://t.co/7y8EheIwio",Lisa Donovan,11286,2171,Chicago,False,1,0,2020-10-29 12:51:12
599,"3) Among the most successful Canadian regions have been the four small provinces along the Atlantic Ocean, all of which have almost extinguished the virus. 

#KeepTheDamnBubble #IcebergsEverywhere #DontForgetYourSkis

@stuffaboutstuff @Reuters 
https://t.co/wqgyfUL4sh",BigJMcC,108832,5465,"Head of St. Marg's Bay, NS",False,0,0,2020-10-29 12:51:12
600,"⭐️ COMPANIONS &amp; COVID⭐️ 

Let’s check in with each other. I know I’m not the only one feeling this way. 

How are you feeling? What do you miss the most as a result of the pandemic? Any words of encouragement for your colleagues? What have you been doing to keep busy?",Infamous 36DDD East Indian Latika (new account),535,1828,North America ,False,1,1,2020-10-29 12:51:12
601,"They say I should respect the gops opinion... on economic, social, and foreign policy debates I do.... but I don’t have to respect their Q or Antiscience or Covid delusions...",John Riley,5120,167,"Indianapolis, IN",False,0,0,2020-10-29 12:51:12
602,Today’s new Covid symptom is extreme nausea! Lucky me!,Thea Neal,21354,2325,"Miami, FL",False,0,0,2020-10-29 12:51:12
603,@LindseyGrahamSC @SenCoryGardner Great job reading the focus of the country right now.  Another home run by the GOP really understanding what's important to the average person.  Now maybe we can focus on a more minor issue like Covid....,KS Veteran,51,3,,False,1,0,2020-10-29 12:51:12
604,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34384,42,,False,0,0,2020-10-29 12:51:11
605,"@mark_mclaughlin you say that FM @NicolaSturgeon stated early in the Covid outbreak that our testing system in Scotland was “the best in the world”.
Can you please provide a link to when and where this was stated as I can not find this anywhere.",IndyScotEvents,24564,7054,Scotland,False,0,0,2020-10-29 12:51:11
606,"@IanDunt 

Jenrick and the Government are just delaying the inevitable

COVID-19: LOCKDOWN OR FIREBREAK?
For lives, livelihoods and the economy
https://t.co/tOCQgIjOPI",Charlie the COVID Courier 🇬🇧,8295,189,"Oxford, UK",False,0,0,2020-10-29 12:51:10
607,"@jackiearinda @MalcolmMusiime It’s because there’s an inverse r/ship between yields on bonds, inflation expectations and the rise in the price of gold. Due to Covid and it’s associated uncertainty, gold (which has no yield) now acts as a hedge and its price went up.",Ramathan Ggoobi,24992,27026,"Kampala, Uganda East Africa ",False,0,0,2020-10-29 12:51:10
608,@HillaryClinton Democrats would have NOT done any better dealing with COVID. Actually worse. Remember when you all were critical of Trump for banning travelers to/from China? Nancy encouraging dancing in the streets of Chinatown because you all are not “racists”? A joke you all are. Just stop.,Pray The Rosary 🇺🇸🇻🇦🇵🇱🇰🇷,678,7,,False,0,0,2020-10-29 12:51:10
609,@dbongino Barak 'Pinocchino' Obama still spreading Blatant LIES about : Trump-Biden-Covid 19 - His Economy - &amp; His Lousy Obama-care..-[what a corrupt clown],paul williams,5694,56,,False,0,0,2020-10-29 12:51:10
610,"2020 strikes again:  Bobby Ball's manager announced ""with great personal sadness"" that Bobby died at Blackpool Victoria Hospital on Weds. He said Ball was admitted for tests with breathing problems. ""At first we thought it chest infection but tests proved positive for Covid-19,""",Lucie Ferris,36856,1080,"England, United Kingdom",False,0,0,2020-10-29 12:51:10
611,U.S. Economy Expands at Record 33.1% Pace After Covid Plunge  https://t.co/uLH7ezIrjq,Francisco Jueguen,50414,28762,Buenos Aires,True,0,0,2020-10-29 12:51:10
612,"Dear🇺🇸

❌Believe him

#VoteBlue2020

""vaccine will become widely available until 2022, sobering estimate from sober central bankers that may🐝disheartening 4 those who had hoped🇺🇸Trump's 😃outlook of an Oct vaccine launch was + than just electioneering""

https://t.co/VQhuMVsnFP",TeamTrudeau 🇨🇦🐝🌅 TeamPete,72606,2551,The Great White North,False,1,0,2020-10-29 12:51:09
613,"@HRHPrincessPR may have it partially close down due to the high number of COVID cases, 2X as high as the rest of the state. We also have the highest number of people who don’t wear masks b/c it infringes on their rights &amp; “freedoms.”",Kristie Leong M.D.,112882,22580,,False,0,0,2020-10-29 12:51:09
614,"'... a conclusion backed by the European Center for Disease Control and Prevention’s (ECDC) observation that not a single case of fomite-caused Covid-19 has been observed'

Guess I can stop cleaning my groceries then 🤪

https://t.co/ogvUfni24m",Daniel,40100,1498,,False,0,0,2020-10-29 12:51:09
615,"@TJSCHLENERJR They're mocking the masses like they ALWAYS do.

In the guise of ""Halloween.""

This is equivalent to nurses ""twerking"" making fun of the masses

In the guise of being ""overwhelmed"" by 

""Overcrowded"" hospitals due to ""Covid.""",King D,42890,2489,Inside you,False,0,0,2020-10-29 12:51:08
616,"@RihannaSnake @my2centsandmoi @Public_Citizen @SpeakerPelosi @senatemajldr Wrong.  Pelosi added pork to her bill that has nothing to do with COVID relief.

She’s playing politics with a pandemic, leaving US citizens to suffer.....  and you support her.  🙄",Jeff_In_Tx,18598,89,your mind.  rent free,False,0,0,2020-10-29 12:51:08
617,United pilot program to offer free COVID-19 rapid tests for #Newark travelers - Oct 29 @ 8:49 AM ET https://t.co/LM7DFJmYsz,PulpNews Crime,3669779,4983,USA,False,0,0,2020-10-29 12:51:08
618,Covid 19 Face mask Fast Shipping Reusable Dust Masks with 10 KN95 Composite Filters PM2.5 https://t.co/AvyouRGlMN,AlaaExpress,44551,437,united,False,0,0,2020-10-29 12:51:08
619,"So, though the economy saw strong growth in the 3rd qrtr, it remains in absolute crisis. And other sources of data, like the monthly jobs numbers, show growth is slowing. The fact that McConnell adjourned the Senate with no COVID relief is disgraceful. 4/ https://t.co/gr6KWRCnES",Heidi Shierholz,6209,12971,"Washington, DC",False,2,0,2020-10-29 12:51:08
620,Teaching in the time of COVID: 3 teachers offer their perspectives https://t.co/fUsClE4xIn #nspoli,آراداک,1002,15,Islamic Republic of Iran,False,0,0,2020-10-29 12:51:08
621,"@NycSpeak @elizashapiro @NYCMayor @NYTMetro Their own data, likely incomplete, shows almost 1000 COVID-19 cases among NYC DOE staff and students so far this school year, w/ 36 added to tally in last 24 hours, 16 new student cases and 20 news staff cases. https://t.co/1w3wGK7zbk https://t.co/k3FoPevelG",Archosargus probatocephalus,249,2,,False,0,0,2020-10-29 12:51:08
622,"Dozens, if not hundreds, of governments the world over cared enough about their citizens to mitigate covid. But America? Not a single flying fuck. I hope this goes down in history as a human rights atrocity.",neuromuse,31460,389,,False,0,0,2020-10-29 12:51:08
623,"الطھور شطر الایمان 
Prophet Muhammad (PBUH) said, “Cleanliness is equal to half the faith”.  wash your hands 🙌 and protect yourself and people around #COVID-18 #savelives",Ali Akbar,5183,532,UK,False,0,0,2020-10-29 12:51:07
624,"NEW: ""How do we build a more equitable world? It is only possible through a revolutionary transformation of the current systems of economic distribution and reward.""

Read the statement from @LinseyMcgoey, member of our Covid-19 Response Working Group. 
https://t.co/IY7YRR7tVp",Progressive International,1606,36420,,True,4,2,2020-10-29 12:51:07
625,White House could have traced and contained its covid-19 outbreak. It chose not to. #TrumpLiedAmericansDied #FoxNews https://t.co/dRsXy0JxJD,PAH,12099,410,"Clay, NY",False,0,0,2020-10-29 12:51:07
626,"@realDonaldTrump @DonnaShalala Your Complete &amp; Total Endorsement just killed her.

Your accomplishments -
-Unemployment since April
 at depression levels
-1,000's of farmers ruined
  with failed China deal
-Largest GDP % drop in history
-230,000 COVID deaths
 b/c of your incompetence
-N Korea &amp; Iran failures https://t.co/Zu7iTmpmSs",Trump thuckth #VeteransAgainstTrump,20447,933,Michigan,False,0,0,2020-10-29 12:51:07
627,"""Edge computing is another powerful trend that isn’t going to go away due to COVID... The change that it enables will become more relevant than ever, most likely leading to an increased speed of adoption and rate of innovation."" https://t.co/yb70QvOTwO",Edge Impulse,1457,2290,"San Jose, CA",False,0,0,2020-10-29 12:51:07
628,"@traveler002 @RalphS24381648 @RamLewis7 @lusciouslindaw @Consofcooking1 @nightOwlbookLvr @RosaleeAdams @COL314 @MarilynLavala @davidf4444 @34AuburnAllie @TheGodd69623245 @babydudu70 @mamoobonnie @janeen_long1 @DigiDiva2020 @Whiskey100Proof @robcarlson20 @HorseShort @iloveoldthings @HarryMi47749146 @Visitor22 @MsUnitedAmerica @TawniBoyd @ArmyBratt68 @FrancyBeav @IZZYBEL63974102 @jaimelynn5116 @InfidelAngela @ginareyna @ac_cibock @WhimsicalMeToo @AlexisAR15_ @DennisH59386592 @queenalmamarie @redpill281 @Vincenz42493578 @VivMilano @PensacolaPatri1 @Alexxis52 @a_snickers77 @AnsolosAngels @Christy56074523 @FreeUSAGiftCar7 @Sassy_Jeanie @HRHofSarcasm @SkidBoots22 @_maggiegunnoe @LLewellyan @Rick95648 COVID is a biological weapons attack on the World.
YES, the Chinese are coming ...

https://t.co/fNQm9WaCae",david clay,5187,215,,False,0,0,2020-10-29 12:51:06
629,"Thanks @Pharma_GD for including my commentary in their article ""Second wave of late-phase Covid-19 vaccine trials unlikely to require a higher efficacy bar for FDA authorisation""
https://t.co/oexfsdCMvB https://t.co/n8HzckXeBn",Maria Elena Bottazzi,1447,3088,"Houston, Texas, USA",False,0,0,2020-10-29 12:51:06
630,@BehymerTech @malwaaare if you make it to 100 cups you'll solve Covid or something ;),🎃🕸 🕷 Johannes 💀🦇 👻,17108,1256,The Blue Dot,False,0,0,2020-10-29 12:51:05
631,@Bushra_mKanwal Spreading Covid 19 silly people !,Justice786,32456,540,London,False,0,0,2020-10-29 12:51:05
632,"People all start out with minor cases of Covid ....healthy ones that get serious are because they can’t afford to take off work , they can’t get tested or they won’t tell their employers , the work until they can’t , they are physically exhausted &amp; that’s when COVID gets them",Bobby AKA you Can Call Me CJ,8055,8502,,False,2,0,2020-10-29 12:51:05
633,LinkedIn Looks at the Future of Recruiting: Predictions for Hiring Post-COVID https://t.co/r3ObXl759a #hiring,Michele Ellner,7417,402,"Wisconsin, USA",False,0,0,2020-10-29 12:51:05
634,"💊These two areas have always been integrated with @ICMRDELHI and @DBTIndia having strong institutional linkages
💊Admires the effort of @ICMRDELHI during #COVID &amp; how the scientific community has successfully come together to respond to the challenges that arose due to #COVID",Science Policy Forum,1752,1421,India,False,0,0,2020-10-29 12:51:05
635,U.S. Economy Expands at Record 33.1% Pace After Covid Plunge.   https://t.co/P7ugO7nQdI,Ed Cleary,43480,24953,"Naples, FL",False,0,0,2020-10-29 12:51:05
636,"Homebound drinkers bought more beer online and at supermarkets, boosting organic sales at AB InBev and cushioning the revenue lost at restaurants and bars amid Covid-19 restrictions. https://t.co/aZnmUvRCz4",WSJ Business News,68549,1593090,"New York, NY",True,2,0,2020-10-29 12:51:05
637,The-opposition-National-Democratic-Congress-NDC-says-the-government-cannot-blame-the-countrys-ever-worsening-debt-position-on-the-COVID-1... https://t.co/I3ViDClX4q,NetworkOfNews Ghana,367685,1596,Ghana,False,0,0,2020-10-29 12:51:05
638,The Nigerian Government is the second wave of the Covid 19. https://t.co/v7vp3FTNOl,CHIEF,12136,1003,"Uyo, Nigeria",False,0,0,2020-10-29 12:51:04
639,"Tomorrow, Oct. 30, is the last day to apply for #ESCFund funding.

Alongside @ESDC_GC, @CommFdnsCanada, @redcrosscanada, @UWCCanada &amp; partners from coast to coast, we continue our efforts to ensure no one is left behind. 

Orgs. can apply at https://t.co/6rVK5VZfJF https://t.co/SlxljMFK19",United Way Halton & Hamilton,6165,4184,Halton & Hamilton,False,0,0,2020-10-29 12:51:04
640,"Health officials are now pushing for even more people to get tested. See which day after exposure you should test for an accurate test:⬇️
https://t.co/4PHvPhl8fV",CBS4Local,62415,14450,"El Paso, Texas",True,0,0,2020-10-29 12:51:04
641,"@jalopeo @SchmittNYC It's positive if you are looking back 3 months ago when the economy was opening up after being locked down (and even then it's not back to what it was prior to COVID), but things are getting worse again now. It's a bad spin to mislead people now on this flashy headline.",Lawrence Nixon,94,21,"Brooklyn, NY",False,0,0,2020-10-29 12:51:04
642,"@MaryFer19957748 Nah, its definitely a cold, wifes had it and she gets a weekly Covid test so t definitely ain't that.",Brian🏴󠁧󠁢󠁳󠁣󠁴󠁿,15657,2473,"Scotland, Europe",False,1,0,2020-10-29 12:51:04
643,"@Acosta Trump is a superspreader of Covid and stupidity.

It's jaw-dropping!

#BidenHarrisToEndThisNightmare",Thaddeus Stevens,829,1048,,False,1,0,2020-10-29 12:51:04
644,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34384,42,,False,0,0,2020-10-29 12:51:04
645,"On October 28, 2020, Connecticut became the 14th state with over 4,600 deaths from COVID-19.","Michael Schrader, PhD, PE",15102,253,SE WI,False,0,0,2020-10-29 12:51:03
646,@TeessideLive Covid toes! 😂😂😂,Flaxseed78,894,16,,False,0,0,2020-10-29 12:51:03
647,"Barrington saw &gt;20% rise in COVID last week. As of Oct 20 there'd been 100 cases since March. As of yesterday, it's 121.

Be vigilant. 

Wear a mask at all times in public.

Protect yourself &amp; those around you.

Socialize outside, distanced &amp; masked when moving around.","Jacob N. S. Brier, Barrington Town Council",1081,146,"Barrington, RI",False,0,0,2020-10-29 12:51:03
648,"Complexity-Based Classification of the Coronavirus Disease (COVID-19)
https://t.co/gVGXlwNPaJ https://t.co/soZVmrBPIA",Hamidreza Namazi,1760,29,,False,0,0,2020-10-29 12:51:03
649,"FNESC: COVID-19 Funding Resources Update
https://t.co/9CIDlbCFXh",NationTalk.ca,122287,8520,"ÜT: 43.651121,-79.376808",False,0,0,2020-10-29 12:51:02
650,@GovNedLamont Standing in 40 degrees pouring rain in New Milford waiting for a covid test at an Urgent care that was suppose to open at 8am... about 30 other people in the freezing weather including elderly some for over an hour! Unacceptable!,Karin Casanova,498,11,CT✈️SWFL,False,0,0,2020-10-29 12:51:02
651,"@pleateddockers I throw on CNN for some COVID coverage, bout all that's on there at the minute. Tommy eyes CNN do everything to discredit Trump and FOX do everything to discredit Biden....Why? It's pointless 🙄. When I want opinions I go to Twitter, doesn't seem to be any objective news station",Dawg Pound Ireland,8564,5222,"Wicklow, Ireland",False,0,0,2020-10-29 12:51:02
652,"Impact of COVID-19 on the diagnoses, HbA1c monitoring and mortality in people with type 2 diabetes: a UK-wide cohort study involving 13 million people in primary care | medRxiv https://t.co/slA1lvLL1t",Lalantha Leelarathna,772,487,"England, United Kingdom",False,0,0,2020-10-29 12:51:02
653,@NewsWireLK The thumbnail on the right seems to be a screenshot of a PDF/Excel file. Could you please share the website link of such files? And could you elaborate on how to gain access to the reports issued by NOCPOC? I can't find them at https://t.co/Tsa7RXFvHe or https://t.co/WM2AD0qiE4,ValentineBloom,210,24,,False,0,0,2020-10-29 12:51:02
654,"#USA 🇺🇸 #perspective. 

Behind the welcome macro, big picture number of +33.1 third quarter annualized #GDP growth is a lot of individual suffering. Let us also not forget the micro for the macro; the individual trees for the forest. 
https://t.co/7btRzGN48v #vshapedrecovery https://t.co/UOOaYbeLma",🚶🏻Curtis S. Chin,125740,11731,Tweets on #Asia & USA  ,True,0,0,2020-10-29 12:51:02
655,@PossumIsOssum @mkp1210 @PhillyMayor Sounds kinda Covid familiar....close schools but you can go to Walmart....only go around your immediate family but support local businesses and let a perfect stranger prepare your food....can’t stand in a bar without a mask but you can sit without one! #JustCraziness,Suezilla,5041,318,Fishtown/Port Richmond/Shoobee,False,0,0,2020-10-29 12:51:02
656,"Do rallies still matter? COVID-19 election tests value of traditional campaigning https://t.co/wEDp1N4k2Z  

#2020-elections",The Political HEDGE,893388,103752,Everywhere,False,0,0,2020-10-29 12:51:01
657,@realDonaldTrump To busy coverings all your corruption and people dying of COVID-19 COVID-19 COVID-19,AreweBETTER,706,16,,False,0,0,2020-10-29 12:51:01
658,"@MichaelCohen212 @POTUS @realDonaldTrump Michael you sold your soul to democrats, you are not worth anything, even covid will avoid your hateful body.",B̷a̷r̷a̷c̷k̷ ̷G̷a̷y̷B̷a̷m̷a̷,283,34,Nigeria,False,0,0,2020-10-29 12:51:01
659,@niamh_condell @IrishNatStud @AisCrowe @newsellspark @bloodstocknews @theTDN @rpbloodstock @CathyGrassick @Ascot @CathalBeale @PatDiamond4 it was more of the covid related issues... 😉,richard walsh 🇮🇪,2643,326,"South Tipperary, Ireland",False,0,0,2020-10-29 12:51:01
660,How Technology Can Save The Next Pandemic &amp; Prepare For Covid-25. But Disasters Should Rewire Business. NOW on https://t.co/ROVZr4x8ri,Upstract News,124347,1743,,False,0,0,2020-10-29 12:51:01
661,@daisyxxnizz 😭😭😭 hope no more covid so we can fly to seoul!!! 🥺,zunur 🦊,8913,34,,False,0,0,2020-10-29 12:51:01
662,"Searching for ways on how to save your #business during this crisis? Here’s my tip for the #Sales Leaders: https://t.co/N55PHlKwWP

@GoVengreso @Revenue_Grid_ #Leadership",Mario Martinez Jr.,65408,63542,"San Francisco, CA",False,0,0,2020-10-29 12:51:01
663,"@wolfblitzer hi I'm from medellin colombia. I measure 1.85 cms. My shoe size is 44. You can give me clothes, money to buy food for my family.
If you want, I will not force you to do it, thank you for being a humanitarian in this covid -19 pandemic",gabriel gaviria,1126,3,Medellin Colombia ,False,0,0,2020-10-29 12:51:00
664,"@BoxyBate @HPumperton @lesliebrody @GovChristie @pdberger @jdeavila @KCarliniKing He’s a public figure who publicly declared loyalty/obeisance to trump, incl the ritual forswearance of masks

Then he nearly died from Covid &amp; spoke out in favor of masks

People want to know if his “Saul” is limited to masks or does it, logically, extend to those who decry masks","Rosco (If I lose, you'll never see me again)",33668,181,America under threat from a criminal occupying the White House,False,0,0,2020-10-29 12:51:00
665,...his adopted father believes Covid will vanish... disappear... miracles family..!!! https://t.co/vgn7YmKGVM,manbass,9316,37,,False,0,0,2020-10-29 12:51:00
666,@KopoSale Can a santa ornament catch Covid now ?,wildman,12512,855,"Connecticut, USA",False,0,0,2020-10-29 12:51:00
